FlowDataID,FlowReadingValue,FlowStationLocation/Description,FlowStationLocation/Direction,FlowStationLocation/Latitude,FlowStationLocation/Longitude,FlowStationLocation/MilePost,FlowStationLocation/RoadName,Region,StationName,Time
4613,4,South of 4th Pln,SB,45.636286422,-122.662373904,1.41,005,Southwest,005es00141,/Date(1746901942000-0700)/
5969,1,North of 4th Pln,NB,45.63950973,-122.661762219,1.64,005,Southwest,005es00164,/Date(1746901942000-0700)/
5967,1,SB 4th Plain Rmp,SB,45.639520631,-122.662035464,1.64,005,Southwest,005es00163,/Date(1746901942000-0700)/
5968,2,North of 4th Pln,SB,45.639520631,-122.662035464,1.64,005,Southwest,005es00164,/Date(1746901942000-0700)/
7939,1,NB 4th Plain Rmp,NB,45.640229427,-122.661747844,1.69,005,Southwest,005es00169,/Date(1746901942000-0700)/
7942,1,MP 1.70,NB,45.640373367,-122.661744969,1.7,005,Southwest,005es00170,/Date(1746901942000-0700)/
7945,1,29th St,NB,45.642100638,-122.661710469,1.82,005,Southwest,005es00182,/Date(1746901942000-0700)/
7944,2,29th St,SB,45.642140451,-122.661989155,1.82,005,Southwest,005es00182,/Date(1746901942000-0700)/
5978,1,SR500,NB,45.646048369,-122.66166413,2.09,005,Southwest,005es00209,/Date(1746901942000-0700)/
5977,1,SR500,SB,45.645965568,-122.661894493,2.09,005,Southwest,005es00209,/Date(1746901942000-0700)/
4760,1,SR500 Rmp Meter,NB,45.646187571,-122.661661565,2.1,005,Southwest,005es00210,/Date(1746901942000-0700)/
4761,1,SR500 Rmp Meter,SB,45.64736592,-122.661860545,2.2,005,Southwest,005es00210,/Date(1746901942000-0700)/
4615,1,Kiggins,NB,45.652642708,-122.662606831,2.55,005,Southwest,005es00255,/Date(1746901942000-0700)/
4614,1,Kiggins,SB,45.652576836,-122.662796008,2.55,005,Southwest,005es00255,/Date(1746901942000-0700)/
5975,1,Main St Rmp Mt,SB,45.657960296,-122.66499383,2.95,005,Southwest,005es00295,/Date(1746901942000-0700)/
5971,1,Main St,NB,45.658561699,-122.665000505,2.97,005,Southwest,005es00297,/Date(1746901942000-0700)/
5970,1,Main St,SB,45.65824049,-122.665104984,2.97,005,Southwest,005es00297,/Date(1746901942000-0700)/
6091,1,Main St North,NB,45.662491976,-122.666609223,3.25,005,Southwest,005es00325,/Date(1746901942000-0700)/
6092,1,Main St North,SB,45.662466909,-122.666805146,3.25,005,Southwest,005es00325,/Date(1746901942000-0700)/
4611,1,63rd,NB,45.66977305,-122.66533042,3.78,005,Southwest,005es00378,/Date(1746901942000-0700)/
4610,1,63rd,SB,45.669819912,-122.66552122,3.78,005,Southwest,005es00378,/Date(1746901942000-0700)/
5976,1,78th St Rmp Mt,SB,45.67630899,-122.664661108,4.24,005,Southwest,005es00424,/Date(1746901942000-0700)/
4641,1,78th,NB,45.676431693,-122.664437673,4.25,005,Southwest,005es00425,/Date(1746901942000-0700)/
4642,1,78th,SB,45.676442875,-122.664644817,4.25,005,Southwest,005es00425,/Date(1746901942000-0700)/
4670,1,86th,NB,45.686318755,-122.664247597,4.94,005,Southwest,005es00494,/Date(1746901942000-0700)/
4669,1,86th,SB,45.686341207,-122.664435735,4.94,005,Southwest,005es00494,/Date(1746901942000-0700)/
4661,1,99th,NB,45.691173865,-122.662149723,5.29,005,Southwest,005es00529,/Date(1746901942000-0700)/
4662,1,99th,SB,45.691188799,-122.662358573,5.29,005,Southwest,005es00529,/Date(1746901942000-0700)/
4608,1,Salmon Creek,NB,45.705123237,-122.654860279,6.31,005,Southwest,005es00631,/Date(1746901942000-0700)/
4609,1,Salmon Creek,SB,45.705171,-122.655013571,6.31,005,Southwest,005es00631,/Date(1746901942000-0700)/
5002,1,129th,NB,45.713460756,-122.653019476,6.89,005,Southwest,005es00689,/Date(1746901942000-0700)/
5003,1,129th,SB,45.713378355,-122.653161086,6.89,005,Southwest,005es00689,/Date(1746901942000-0700)/
4637,1,134th,NB,45.719146069,-122.655037997,7.3,005,Southwest,005es00730,/Date(1746901942000-0700)/
4638,1,134th,SB,45.719135853,-122.655188751,7.3,005,Southwest,005es00730,/Date(1746901942000-0700)/
5856,1,139th,NB,45.722861761,-122.654751741,7.56,005,Southwest,005es00756,/Date(1746901942000-0700)/
5857,1,139th,SB,45.722827535,-122.654919539,7.56,005,Southwest,005es00756,/Date(1746901942000-0700)/
4758,1,154th,NB,45.73254636,-122.656990499,8.24,005,Southwest,005es00824,/Date(1746901942000-0700)/
4759,1,154th,SB,45.73254636,-122.656990499,8.24,005,Southwest,005es00824,/Date(1746901942000-0700)/
4905,1,159th,NB,45.740821628,-122.659514181,8.83,005,Southwest,005es00883,/Date(1746901942000-0700)/
4906,1,159th,SB,45.740795869,-122.659835237,8.83,005,Southwest,005es00883,/Date(1746901942000-0700)/
4928,1,179th ST NB,NB,45.754186762,-122.663644313,9.76,005,Southwest,005es00976,/Date(1746901942000-0700)/
4929,1,179th ST SB,SB,45.754415799,-122.664040676,9.77,005,Southwest,005es00977,/Date(1746901942000-0700)/
4675,1,199th ST NB,NB,45.768962757,-122.668211646,10.8,005,Southwest,005es01080,/Date(1746901942000-0700)/
4676,1,199th ST SB,SB,45.769105688,-122.668645392,10.81,005,Southwest,005es01081,/Date(1746901942000-0700)/
5043,1,209th,NB,45.772215733,-122.669216009,11.03,005,Southwest,005es01103,/Date(1746901942000-0700)/
5042,1,209th,SB,45.772180923,-122.669870904,11.03,005,Southwest,005es01103,/Date(1746901942000-0700)/
4678,1,SR 502 NB,NB,45.781264978,-122.672016882,11.67,005,Southwest,005es01167,/Date(1746901942000-0700)/
4674,1,SR 502 SB,SB,45.782697537,-122.674174251,11.75,005,Southwest,005es01175,/Date(1746901942000-0700)/
4671,1,Carty Rd. NB,NB,45.792693836,-122.675555924,12.48,005,Southwest,005es01248,/Date(1746901942000-0700)/
4672,1,Carty Rd. SB,SB,45.792769818,-122.676095222,12.49,005,Southwest,005es01249,/Date(1746901942000-0700)/
4679,1,Dolan RD,NB,45.806219073,-122.681255296,13.46,005,Southwest,005es01346,/Date(1746901942000-0700)/
4680,4,Dolan RD,SB,45.806127606,-122.681674731,13.46,005,Southwest,005es01346,/Date(1746901942000-0700)/
4810,1,SR-501,NB,45.816315168,-122.685945113,14.2,005,Southwest,005es01420,/Date(1746901942000-0700)/
4811,3,SR-501,SB,45.816297644,-122.686386555,14.2,005,Southwest,005es01420,/Date(1746901942000-0700)/
4719,1,Access Gate,NB,46.610831529,-122.912370552,73.26,005,Southwest,005es07326,/Date(1746901942000-0700)/
4720,1,Access Gate,SB,46.610879301,-122.912818024,73.26,005,Southwest,005es07326,/Date(1746901942000-0700)/
4717,1,Labree Rd,NB,46.626945335,-122.93349705,74.75,005,Southwest,005es07475,/Date(1746901942000-0700)/
4718,1,Labree Rd,SB,46.626829564,-122.933697269,74.75,005,Southwest,005es07475,/Date(1746901942000-0700)/
7988,0,13th St NB Exit,NB,46.643910849,-122.954717574,76.3,005,Southwest,005es07630,/Date(1746901942000-0700)/
7989,0,13th St NB Exit,SB,46.643741941,-122.95469104,76.3,005,Southwest,005es07630,/Date(1746901942000-0700)/
4715,1,13th St,NB,46.645911116,-122.95885179,76.54,005,Southwest,005es07654,/Date(1746901942000-0700)/
4716,1,13th St,SB,46.64582553,-122.958933949,76.54,005,Southwest,005es07654,/Date(1746901942000-0700)/
7990,0,MP 76.74,NB,46.647569258,-122.962281662,76.74,005,Southwest,005es07675,/Date(1746901942000-0700)/
7991,0,MP 76.74,SB,46.647475796,-122.962369496,76.74,005,Southwest,005es07675,/Date(1746901942000-0700)/
7993,0,MP 77.24,NB,46.651769623,-122.970977363,77.24,005,Southwest,005es07724,/Date(1746901942000-0700)/
7992,0,MP 77.24,SB,46.651683841,-122.971070425,77.24,005,Southwest,005es07724,/Date(1746901942000-0700)/
7995,0,MP 77.63,NB,46.65604083,-122.976610379,77.63,005,Southwest,005es07763,/Date(1746901942000-0700)/
7994,0,MP 77.63,SB,46.655835877,-122.97659722,77.63,005,Southwest,005es07763,/Date(1746901942000-0700)/
7999,0,MP 77.81,NB,46.658327367,-122.977833488,77.81,005,Southwest,005es07780,/Date(1746901942000-0700)/
7998,0,MP 77.81,SB,46.658328133,-122.977982694,77.81,005,Southwest,005es07780,/Date(1746901942000-0700)/
8000,0,MP 78.12,NB,46.662556518,-122.978820732,78.12,005,Southwest,005es07813,/Date(1746901942000-0700)/
8001,0,MP 78.12,SB,46.662578299,-122.978980609,78.12,005,Southwest,005es07813,/Date(1746901942000-0700)/
8002,0,MP 78.36,NB,46.665863573,-122.979753068,78.36,005,Southwest,005es07836,/Date(1746901942000-0700)/
8003,0,MP 78.36,SB,46.66600033,-122.979975181,78.36,005,Southwest,005es07836,/Date(1746901942000-0700)/
8005,0,MP 78.68,NB,46.670505099,-122.980045823,78.68,005,Southwest,005es07868,/Date(1746901942000-0700)/
8004,0,MP 78.68,SB,46.670564854,-122.980191504,78.68,005,Southwest,005es07868,/Date(1746901942000-0700)/
8007,0,South of Chamber,NB,46.672012782,-122.978819764,78.8,005,Southwest,005es07880,/Date(1746901942000-0700)/
8008,0,North of Chamber,NB,46.672012782,-122.978819764,78.8,005,Southwest,005es07927,/Date(1746901942000-0700)/
8009,0,North of Chamber,SB,46.672093765,-122.978959124,78.8,005,Southwest,005es07927,/Date(1746901942000-0700)/
8006,0,South of Chamber,SB,46.672093765,-122.978959124,78.8,005,Southwest,005es07880,/Date(1746901942000-0700)/
8010,0,MP 79.35,NB,46.678682915,-122.972605826,79.35,005,Southwest,005es07935,/Date(1746901942000-0700)/
8011,0,MP 79.35,SB,46.678788974,-122.972715389,79.35,005,Southwest,005es07935,/Date(1746901942000-0700)/
8013,0,MP 79.73,NB,46.684015872,-122.970979816,79.73,005,Southwest,005es07973,/Date(1746901942000-0700)/
8012,0,MP 79.73,SB,46.684116801,-122.971123405,79.73,005,Southwest,005es07973,/Date(1746901942000-0700)/
8015,1,MP 80.87,NB,46.70040741,-122.971695116,80.87,005,Southwest,005es08087,/Date(1746901942000-0700)/
8014,1,MP 80.87,SB,46.700370562,-122.971839291,80.87,005,Southwest,005es08087,/Date(1746901942000-0700)/
5831,1,Mellen Couplet,NB,46.706923169,-122.973923552,81.32,005,Southwest,005es08132,/Date(1746901942000-0700)/
5232,1,Mellen Couplet,SB,46.706923169,-122.973923552,81.32,005,Southwest,005es08132,/Date(1746901942000-0700)/
8017,0,MP 81.38,NB,46.7077379,-122.974188125,81.38,005,Southwest,005es08137,/Date(1746901942000-0700)/
8016,0,MP 81.38,SB,46.707716572,-122.97435367,81.38,005,Southwest,005es08137,/Date(1746901942000-0700)/
8019,0,MP 81.63,NB,46.711165381,-122.9752818,81.63,005,Southwest,005es08163,/Date(1746901942000-0700)/
8018,0,MP 81.63,SB,46.711149471,-122.975469839,81.63,005,Southwest,005es08163,/Date(1746901942000-0700)/
5226,1,Mellen St,NB,46.711722797,-122.975379386,81.67,005,Southwest,005es08167,/Date(1746901942000-0700)/
5227,1,Mellen St,SB,46.711708022,-122.975572005,81.67,005,Southwest,005es08167,/Date(1746901942000-0700)/
8021,0,MP 81.89,NB,46.714877268,-122.975772353,81.89,005,Southwest,005es08189,/Date(1746901942000-0700)/
8020,0,MP 81.89,SB,46.714902863,-122.975941777,81.89,005,Southwest,005es08189,/Date(1746901942000-0700)/
8023,0,MP 82.12,NB,46.718213246,-122.976176607,82.12,005,Southwest,005es08211,/Date(1746901942000-0700)/
8022,0,MP 82.12,SB,46.718263452,-122.976354638,82.12,005,Southwest,005es08211,/Date(1746901942000-0700)/
5830,0,CDNB Harrison,NB,46.720488999,-122.97645975,82.27,005,Southwest,005es08227,/Date(1746901942000-0700)/
5233,0,CDNB Harrison,SB,46.720488999,-122.97645975,82.27,005,Southwest,005es08227,/Date(1746901942000-0700)/
8024,0,MP 82.37,NB,46.721880029,-122.976602744,82.37,005,Southwest,005es08237,/Date(1746901942000-0700)/
8025,0,MP 82.37,SB,46.721878354,-122.976796747,82.37,005,Southwest,005es08237,/Date(1746901942000-0700)/
5829,1,Harrison Ave,NB,46.727114739,-122.976928242,82.74,005,Southwest,005es08274,/Date(1746901942000-0700)/
5234,1,Harrison Ave,SB,46.727114739,-122.976928242,82.74,005,Southwest,005es08274,/Date(1746901942000-0700)/
5228,1,Blakeslee Jcn,NB,46.74266302,-122.978494947,83.85,005,Southwest,005es08385,/Date(1746901942000-0700)/
5229,1,Blakeslee Jcn,SB,46.742698217,-122.97878624,83.85,005,Southwest,005es08385,/Date(1746901942000-0700)/
5230,1,L/T County Line,NB,46.765318149,-122.992768764,85.57,005,Southwest,005es08557,/Date(1746901942000-0700)/
5231,1,L/T County Line,SB,46.765345199,-122.993003911,85.57,005,Southwest,005es08557,/Date(1746901942000-0700)/
4742,1,Great Wolf,NB,46.790339406,-123.00804009,87.45,005,Olympic,005es08744,/Date(1746901882000-0700)/
4743,1,Great Wolf,SB,46.790384478,-123.008323685,87.45,005,Olympic,005es08744,/Date(1746901882000-0700)/
4744,1,GrandMound NB ON,NB,46.803985798,-123.006145598,88.45,005,Olympic,005es08845,/Date(1746901882000-0700)/
4745,1,GrandMound NB ON,SB,46.803971703,-123.006416421,88.45,005,Olympic,005es08845,/Date(1746901882000-0700)/
4746,1,188th Ave,NB,46.81507144,-122.99951173,89.28,005,Olympic,005es08930,/Date(1746901882000-0700)/
4747,1,188th Ave,SB,46.815103967,-122.999772398,89.28,005,Olympic,005es08930,/Date(1746901882000-0700)/
4748,1,183rd Ave,NB,46.825749186,-122.993116958,90.08,005,Olympic,005es09008,/Date(1746901882000-0700)/
4749,1,183rd Ave,SB,46.825788096,-122.993384378,90.08,005,Olympic,005es09008,/Date(1746901882000-0700)/
4750,1,ScatterCrk NB ON,NB,46.842130738,-122.983291083,91.29,005,Olympic,005es09127,/Date(1746901882000-0700)/
4751,1,ScatterCrk NB ON,SB,46.84208152,-122.98361808,91.29,005,Olympic,005es09127,/Date(1746901882000-0700)/
4741,1,Goddard Rd,NB,46.853768769,-122.976332994,92.16,005,Olympic,005es09209,/Date(1746901882000-0700)/
4740,1,Goddard Rd,SB,46.853721791,-122.976639607,92.16,005,Olympic,005es09209,/Date(1746901882000-0700)/
4754,1,Maytown Rest A,NB,46.869344958,-122.969504545,93.29,005,Olympic,005es09325,/Date(1746901882000-0700)/
4755,1,Maytown Rest A,SB,46.869260475,-122.969811237,93.29,005,Olympic,005es09325,/Date(1746901882000-0700)/
4752,1,143rd Ave SW,NB,46.882475609,-122.965264721,94.22,005,Olympic,005es09423,/Date(1746901882000-0700)/
4753,1,143rd Ave SW,SB,46.882476627,-122.965571536,94.22,005,Olympic,005es09423,/Date(1746901882000-0700)/
4756,1,Maytown I/C,NB,46.897181898,-122.960505907,95.26,005,Olympic,005es09526,/Date(1746901882000-0700)/
4757,1,Maytown I/C,SB,46.897210146,-122.960764845,95.26,005,Olympic,005es09526,/Date(1746901882000-0700)/
2530,1,Tumwater Blvd,NB,46.986779545,-122.921826512,101.77,005,Olympic,005es10177,/Date(1746902002000-0700)/
2531,1,Tumwater Blvd,SB,46.986838161,-122.921989753,101.77,005,Olympic,005es10177,/Date(1746902002000-0700)/
5180,1,So Custer way SW,NB,47.01190856,-122.906111635,103.66,005,Olympic,005es10366,/Date(1746901882000-0700)/
5179,1,So Custer way SW,SB,47.01190856,-122.906111635,103.66,005,Olympic,005es10366,/Date(1746901882000-0700)/
4058,1,Test Site,NB,47.017393807,-122.905870094,104.04,005,Olympic,005es10404,/Date(1746902002000-0700)/
4059,1,Test Site,SB,47.017361586,-122.90606432,104.04,005,Olympic,005es10404,/Date(1746902002000-0700)/
5953,1,Henderson Bvd SB,NB,47.030205519,-122.893552064,105.2,005,Olympic,005es10520,/Date(1746901882000-0700)/
2532,1,14th,NB,47.032581343,-122.891744891,105.38,005,Olympic,005es10538,/Date(1746902002000-0700)/
2533,1,14th,SB,47.032729392,-122.891894965,105.38,005,Olympic,005es10538,/Date(1746902002000-0700)/
5182,1,Eastside St,NB,47.035211324,-122.887085995,105.67,005,Olympic,005es10567,/Date(1746901882000-0700)/
5181,1,Eastside St,SB,47.035211324,-122.887085995,105.67,005,Olympic,005es10567,/Date(1746901882000-0700)/
5184,1,NorthEastside St,NB,47.036061025,-122.877508046,106.14,005,Olympic,005es10614,/Date(1746901882000-0700)/
5183,1,NorthEastside St,SB,47.036061025,-122.877508046,106.14,005,Olympic,005es10614,/Date(1746901882000-0700)/
5186,1,Boulevard RD,NB,47.040350224,-122.868289928,106.66,005,Olympic,005es10666,/Date(1746901882000-0700)/
5185,1,Boulevard RD,SB,47.040350224,-122.868289928,106.66,005,Olympic,005es10666,/Date(1746901882000-0700)/
2534,1,Pacific Ave,NB,47.040316572,-122.855555478,107.27,005,Olympic,005es10727,/Date(1746902002000-0700)/
2535,1,Pacific Ave,SB,47.040469676,-122.855814313,107.27,005,Olympic,005es10727,/Date(1746902002000-0700)/
2539,1,Lilly Rd,NB,47.04452323,-122.843425121,107.92,005,Olympic,005es10792,/Date(1746902002000-0700)/
2538,1,Lilly Rd,SB,47.044731355,-122.843363618,107.92,005,Olympic,005es10792,/Date(1746902002000-0700)/
2536,1,Sleater Kinney,NB,47.045789494,-122.833722959,108.39,005,Olympic,005es10839,/Date(1746902002000-0700)/
2537,1,Sleater Kinney,SB,47.045975519,-122.833725572,108.39,005,Olympic,005es10839,/Date(1746902002000-0700)/
2540,1,Martin Way NB On,NB,47.049130936,-122.81809035,109.18,005,Olympic,005es10918,/Date(1746902002000-0700)/
2541,1,Martin Way NB On,SB,47.049291276,-122.818275085,109.18,005,Olympic,005es10918,/Date(1746902002000-0700)/
2562,1,Carpenter HART,NB,47.057009366,-122.804297408,110.04,005,Olympic,005es11004,/Date(1746902002000-0700)/
2561,1,Carpenter HART,SB,47.057285913,-122.804588525,110.04,005,Olympic,005es11004,/Date(1746902002000-0700)/
6066,1,Neil St NE,NB,47.059589547,-122.788685257,110.8,005,Olympic,005es11080,/Date(1746901882000-0700)/
6065,1,Neil St NE,SB,47.059936442,-122.788883244,110.8,005,Olympic,005es11080,/Date(1746901882000-0700)/
6094,1,SR 510 SB,SB,47.060637162,-122.784767572,111,005,Olympic,005es11100,/Date(1746901882000-0700)/
6068,1,Gateway Blvd,NB,47.061177572,-122.779038147,111.27,005,Olympic,005es11127,/Date(1746901882000-0700)/
6067,1,Gateway Blvd,SB,47.061580964,-122.779210475,111.27,005,Olympic,005es11127,/Date(1746901882000-0700)/
6064,1,Marvin Road,NB,47.062929669,-122.768371846,111.79,005,Olympic,005es11179,/Date(1746901882000-0700)/
6063,1,Marvin Road,SB,47.063349682,-122.768492042,111.79,005,Olympic,005es11179,/Date(1746901882000-0700)/
5944,1,510/Marvin Rd-NB,NB,47.063440771,-122.764039157,112,005,Olympic,005es11200,/Date(1746901882000-0700)/
5048,1,510/Marvin Rd-NB,SB,47.063811096,-122.764138748,112,005,Olympic,005es11200,/Date(1746901882000-0700)/
4977,1,Quinault Loop NE,NB,47.064843776,-122.751456234,112.61,005,Olympic,005es11261,/Date(1746901882000-0700)/
4976,1,Quinault Loop NE,SB,47.065190933,-122.75137991,112.61,005,Olympic,005es11261,/Date(1746901882000-0700)/
4975,1,Meridian RD,NB,47.066296599,-122.741698126,113.07,005,Olympic,005es11307,/Date(1746901882000-0700)/
4974,1,Meridian RD,SB,47.066534165,-122.741701353,113.07,005,Olympic,005es11307,/Date(1746901882000-0700)/
4978,1,Merdian North,NB,47.067517907,-122.732329723,113.52,005,Olympic,005es11352,/Date(1746901882000-0700)/
4979,1,Merdian North,SB,47.067733927,-122.732317017,113.52,005,Olympic,005es11352,/Date(1746901882000-0700)/
4973,1,Nisqually SB ON,NB,47.067939539,-122.722818515,113.97,005,Olympic,005es11397,/Date(1746901882000-0700)/
4972,1,Nisqually SB ON,SB,47.068152818,-122.722782106,113.97,005,Olympic,005es11397,/Date(1746901882000-0700)/
5049,1,Nisqually I/C-NB,SB,47.068112552,-122.716558515,114.26,005,Olympic,005es11426,/Date(1746901882000-0700)/
4960,1,NiquallyBridgeNB,NB,47.073549684,-122.699023048,115.2,005,Olympic,005es11520,/Date(1746902002000-0700)/
4961,1,NiquallyBridgeSB,SB,47.073903507,-122.699194107,115.2,005,Olympic,005es11521,/Date(1746902002000-0700)/
4962,2,NB R/R Bridge,NB,47.076216348,-122.692077145,115.57,005,Olympic,005es11575,/Date(1746902002000-0700)/
5882,1,Mounts RD  North,NB,47.079932637,-122.680657664,116.17,005,Olympic,005es11616,/Date(1746901882000-0700)/
4971,1,Mounts RD South,SB,47.080795843,-122.680918147,116.17,005,Olympic,005es11617,/Date(1746902002000-0700)/
5050,1,Mounts Rd-NB,SB,47.082851472,-122.669712451,116.72,005,Olympic,005es11672,/Date(1746901882000-0700)/
4688,1,Mounts Rd-SB,NB,47.082755736,-122.66903553,116.75,005,Olympic,005es11657,/Date(1746901882000-0700)/
5067,1,Mounts WeighStn,NB,47.084021556,-122.660405545,117.17,005,Olympic,005es11717,/Date(1746901882000-0700)/
5068,1,Mounts WeighStn,SB,47.084187114,-122.660570506,117.17,005,Olympic,005es11717,/Date(1746901882000-0700)/
5051,1,Center Dr-NB ,SB,47.089217091,-122.639100855,118.25,005,Olympic,005es11825,/Date(1746901882000-0700)/
5054,1,Dupont I/C-SB,NB,47.091989715,-122.627365914,118.83,005,Olympic,005es11883,/Date(1746901882000-0700)/
5055,1,Dupont I/C-NB,SB,47.094007941,-122.620196455,119.2,005,Olympic,005es11920,/Date(1746901882000-0700)/
5024,1,9th Division RD,NB,47.097827231,-122.611639602,119.69,005,Olympic,005es11969,/Date(1746901882000-0700)/
5025,1,9th Division RD,SB,47.097978343,-122.611744274,119.69,005,Olympic,005es11969,/Date(1746901882000-0700)/
6024,1,Perimeter Rd,NB,47.100697833,-122.604831336,120.06,005,Olympic,005es12006,/Date(1746901882000-0700)/
6025,3,Perimeter Rd,SB,47.100844925,-122.605134818,120.06,005,Olympic,005es12006,/Date(1746901882000-0700)/
6021,1,JBLM MainGate-SB,NB,47.102873252,-122.59327352,120.63,005,Olympic,005es12063,/Date(1746901882000-0700)/
6022,4,JBLM MainGate-SB,SB,47.103080269,-122.593554216,120.63,005,Olympic,005es12063,/Date(1746901882000-0700)/
6020,1,JBLM MainGate-NB,NB,47.105382068,-122.584245122,121.1,005,Olympic,005es12110,/Date(1746901882000-0700)/
6019,3,JBLM MainGate-NB,SB,47.10559379,-122.584403999,121.1,005,Olympic,005es12110,/Date(1746901882000-0700)/
6026,1,Linden,NB,47.109095508,-122.575255622,121.6,005,Olympic,005es12161,/Date(1746901882000-0700)/
6027,3,Linden,SB,47.109258601,-122.575420279,121.6,005,Olympic,005es12161,/Date(1746901882000-0700)/
6036,1,Cardinal Lp,NB,47.11207053,-122.568053642,121.99,005,Olympic,005es12199,/Date(1746901882000-0700)/
6037,3,Cardinal Lp,SB,47.11215671,-122.568327225,121.99,005,Olympic,005es12199,/Date(1746901882000-0700)/
6013,1,Berkeley St-SB ,NB,47.11690891,-122.559727635,122.5,005,Olympic,005es12250,/Date(1746901882000-0700)/
6014,4,Berkeley St-SB ,SB,47.116929185,-122.560009365,122.5,005,Olympic,005es12250,/Date(1746901882000-0700)/
6017,1,Berkeley St-NB ,NB,47.120381599,-122.553846407,122.88,005,Olympic,005es12288,/Date(1746901882000-0700)/
